-4.999900E-03, 0.002447
-4.999700E-03, 0.002447
-4.999500E-03, 0.002447
-4.999300E-03, 0.002447
-4.999100E-03, 0.002447
-4.998900E-03, 0.002447
-4.998700E-03, 0.002447
-4.998500E-03, 0.002447
-4.998300E-03, 0.002447
-4.998100E-03, 0.002447
-4.997900E-03, 0.002447
-4.997700E-03, 0.002447
-4.997500E-03, 0.002447
-4.997300E-03, 0.002447
-4.997100E-03, 0.002447
-4.996900E-03, 0.002447
-4.996700E-03, 0.002447
-4.996500E-03, 0.002447
-4.996300E-03, 0.002447
-4.996100E-03, 0.002447
-4.995900E-03, 0.002447
-4.995700E-03, 0.002447
-4.995500E-03, 0.002447
-4.995300E-03, 0.002447
-4.995100E-03, 0.002447
-4.994900E-03, 0.002447
-4.994700E-03, 0.002447
-4.994500E-03, 0.002447
-4.994300E-03, 0.002447
-4.994100E-03, 0.002447
-4.993900E-03, 0.002447
-4.993700E-03, 0.002447
-4.993500E-03, 0.002447
-4.993300E-03, 0.002447
-4.993100E-03, 0.002447
-4.992900E-03, 0.002447
-4.992700E-03, 0.002447
-4.992500E-03, 0.002447
-4.992300E-03, 0.002447
-4.992100E-03, 0.002447
-4.991900E-03, 0.002447
-4.991700E-03, 0.002447
-4.991500E-03, 0.002447
-4.991300E-03, 0.002447
-4.991100E-03, 0.002447
-4.990900E-03, 0.002447
-4.990700E-03, 0.002447
-4.990500E-03, 0.002447
-4.990300E-03, 0.002447
-4.990100E-03, 0.002447
-4.989900E-03, 0.002447
-4.989700E-03, 0.002447
-4.989500E-03, 0.002447
-4.989300E-03, 0.002447
-4.989100E-03, 0.002447
-4.988900E-03, 0.002447
-4.988700E-03, 0.002447
-4.988500E-03, 0.002447
-4.988300E-03, 0.002447
-4.988100E-03, 0.002447
-4.987900E-03, 0.002447
-4.987700E-03, 0.002447
-4.987500E-03, 0.002447
-4.987300E-03, 0.002447
-4.987100E-03, 0.002447
-4.986900E-03, 0.002447
-4.986700E-03, 0.002447
-4.986500E-03, 0.002447
-4.986300E-03, 0.002447
-4.986100E-03, 0.002447
-4.985900E-03, 0.002447
-4.985700E-03, 0.002447
-4.985500E-03, 0.002447
-4.985300E-03, 0.002447
-4.985100E-03, 0.002447
-4.984900E-03, 0.002447
-4.984700E-03, 0.002447
-4.984500E-03, 0.002447
-4.984300E-03, 0.002447
-4.984100E-03, 0.002447
-4.983900E-03, 0.002447
-4.983700E-03, 0.002447
-4.983500E-03, 0.002447
-4.983300E-03, 0.002447
-4.983100E-03, 0.002447
-4.982900E-03, 0.002447
-4.982700E-03, 0.002447
-4.982500E-03, 0.002447
-4.982300E-03, 0.002447
-4.982100E-03, 0.002447
-4.981900E-03, 0.002447
-4.981700E-03, 0.002447
-4.981500E-03, 0.002447
-4.981300E-03, 0.002447
-4.981100E-03, 0.002447
